Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
MKT,6301,0W1,,13,9,8,15,9,5,2,,,,,3,,,0,"Pahwa, Parneet","Kim, Seung Mok",,,,,axb019100,abhijit biswas
MKT,6301,CW1,,24,,,,,,,,,,,,,,0,"Munch, James",,,,,,,james munch
MKT,6301,MBP,,5,3,11,5,2,,,,,,,1,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6301,XU1,,10,8,1,,,,,,,,,,,,0,"Albrecht, Maria",,,,,,mxa180037,maria albrecht
MKT,6309,0W1,,2,4,7,6,5,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,murthi,b p murthi
MKT,6310,0W1,,4,3,5,5,3,4,,,,,,,,,0,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin",,,,,axb019100,abhijit biswas
MKT,6321,0W1,,16,1,6,12,2,,,,,,,,,,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,6332,0W1,,6,4,7,6,5,5,2,,,,,1,,,0,"Biswas, Abhijit",,,,,,axb019100,abhijit biswas
MKT,6336,0W1,,3,4,3,1,1,,,,,,,,,,0,"Rao, Ram C","Choi, Eunsung",,,,,rrao,ram rao
MKT,6337,0W1,,4,2,3,3,3,1,2,,,,,,,,0,"Subramanian, Upender","Madan, Anmol","Roshangarzadeh, Reza",,,,uxs092000,upender subramanian
MKT,6339,0W1,,7,5,4,7,1,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6352,0W1,,19,6,4,8,4,3,4,,,,,1,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone
MUSI,1306,051,15,12,,,,,,,,,,,,,,1,"Jones, Eric",,,,,,exj180003,eric jones
NSC,3361,0U1,1,3,2,1,3,1,4,1,3,1,,,2,,,0,"McWilliams, Steven P","Bryan, Caeley L",,,,,sxm127330,steven mcwilliams
NSC,3361,0U2,2,2,2,,1,1,5,2,3,,,,,,,4,"Taylor, Anna M","Garner, Katherine M","Szabo-Pardi, Thomas A",,,,amt180004,anna taylor
NSC,4351,0W1,4,20,5,,,,,,,,,,,,,0,"Shareef, Safiullah M",,,,,,sms170009,safiullah shareef
NSC,4352,0U1,1,4,3,,1,4,,,,,,,,,,0,"Raboune, Siham","Rodriguez, Sierra R",,,,,rxs170431,rukhsana sultana
NSC,4353,1U3,3,6,2,,1,1,,1,,,,,,,,0,"Raboune, Siham","Driskill, Christopher M",,,,,sxr180071,siham raboune
NSC,4366,0U1,3,3,2,3,1,2,2,,,,3,,3,,,2,"Taylor, Anna M","Hu, Ya-Yu",,,,,amt180004,anna taylor
NSC,4V90,0W1,5,11,5,3,7,3,,,1,,,,2,,,0,"Maqbool, Mohsin",,,,,,amoller,aage moller
OB,6249,CW1,,26,,,2,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham
OB,6301,0W1,,35,9,6,9,3,2,2,,,,,2,,,0,"Hasenhuttl, Maria","Teschner, Ryan S",,,,,ziegler,laurie ziegler
OB,6301,CH1,,24,,,,,,,,,,,,,,0,"Ferrante, Anne M",,,,,,,anne ferrante
OB,6331,CW1,,10,,1,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6332,0W1,,17,1,2,2,,,2,,,,,,,,1,"Ziegler, Laurie","Garg, Suyash",,,,,ziegler,laurie ziegler
OB,6332,0W2,,28,,,3,1,,,,,,,,,,2,"Ziegler, Laurie","Garg, Suyash",,,,,ziegler,laurie ziegler
OB,6334,CW1,,6,6,5,,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham
OB,6344,CW1,,28,5,,,,,1,,,,,,,,0,"Norton, Larry",,,,,,,larry norton
OB,6348,CW1,,28,1,1,1,,,2,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6351,CW1,,20,3,3,2,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton
OB,6352,CW1,,19,3,,2,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton
OB,6358,GW1,,11,,,1,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood
OB,6367,GW1,,11,,1,,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood
OB,6382,CW1,,35,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6384,CW1,,17,2,1,1,,,1,,,,,,,,0,"Honeycutt, James",,,,,,,james honeycutt
OBHR,3310,0U1,4,3,3,3,1,2,,,,,,,,,,0,"Guo, Nan",,,,,,davidr,david ritchey
OBHR,3330,0U1,,6,7,5,6,3,,,3,,,,1,,,0,"Meda, Edward","Teschner, Ryan S",,,,,davidr,david ritchey
OBHR,4300,0W1,38,12,,,,,,,,,,,,,,0,"Edgington, Kyle D",,,,,,kde081000,kyle edgington
OPRE,3310,0U1,,5,,3,4,,3,4,,,,,,,,1,"Subramoniam, Ramesh","Wei, Jiarui",,,,,xxs130630,xi shan
OPRE,3310,0U2,5,7,3,3,3,2,,1,,,,,1,,,0,"Armaghan, Milad",,,,,,dxp153830,david parks
OPRE,3310,5U1,6,5,3,4,1,2,6,2,,1,1,,3,,,1,"Rout, Arun Kumar",,,,,,yxc121130,ying cao
OPRE,3333,0W1,6,16,10,3,7,2,,2,,1,2,,1,,,0,"Alimirzaei, Athena","Qu, Zihao",,,,,axa134231,athena alimirzaei
OPRE,3333,5U1,14,3,2,2,2,,1,2,1,,3,,4,,,2,"Ahadi, Khatereh","Chen, Qiuxia",,,,,mxn121930,mohammad naseri
OPRE,3360,0W1,14,11,7,4,8,2,4,2,2,,1,,1,,,2,"Ahadi, Khatereh","Chen, Qiuxia",,,,,flannery,carol flannery
OPRE,3360,5U1,1,6,3,3,1,5,1,1,1,,,,,,,0,"Manchiraju, Chandrasekhar Seetharama",,,,,,mxn121930,mohammad naseri
OPRE,6301,0W1,,18,7,3,17,3,3,3,,,,,3,,,0,"Leach, Sonia E","Takasi, Venkanna Dora Goutham",,,,,flannery,carol flannery
OPRE,6301,CH1,,21,3,3,1,1,,,,,,,,,,0,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
OPRE,6302,0W1,,16,13,17,9,1,,,,,,,,,,1,"Dawande, Milind","Takasi, Venkanna Dora Goutham",,,,,milind,milind dawande
OPRE,6302,AW6,,13,6,,2,1,,,,,,,,,,2,"Leach, Sonia E",,,,,,sel120030,sonia leach
OPRE,6302,MBP,,10,7,7,2,,,,,,,,1,,,0,"Subramoniam, Ramesh","Wei, Jiarui",,,,,rxs179630,ramesh subramoniam
OPRE,6332,5U1,,18,8,10,4,3,1,4,,,,,2,,,0,"Ramanathan, Kannan","Wei, Jiarui",,,,,kxr087000,kannan ramanathan
OPRE,6364,PW1,,5,5,1,,,,,,,,,,,,0,"Rajamani, Divakar",,,,,,dxr020100,divakar rajamani
OPRE,6379,PW1,,5,4,1,,,,,,,,,,,,0,"Rajamani, Divakar","Raschke, Curt",,,,,dxr020100,divakar rajamani
OPRE,6390,0W1,,22,,,7,,,3,,,,,,,,0,"Thompson, Luell O",,,,,,lot013000,luell thompson
OPRE,6398,0W2,,9,,,1,,1,,,,,,,,,0,"Alimirzaei, Athena","Qu, Zihao",,,,,axa134231,athena alimirzaei
OPRE,6398,5U1,,3,1,6,,,,,,,,,,,,0,"Sethi, Awanti",,,,,,axa134231,athena alimirzaei
OPRE,6399,0W1,,9,2,1,,,,,,,,,,,,0,"Menon, Syam","Luo, Ning",,,,,sxm021300,syam menon
PA,3333,0W1,11,12,13,2,,1,,,,,,,1,,,0,"Rafi, Ahmed",,,,,,tth130030,
PA,4355,0U1,7,2,,,1,1,,,,,,,,,,0,"Hoang, Thanh T",,,,,,mzn170030,thanh hoang
PA,6321,0E1,,13,,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,6321,0U1,,17,,,,,,,,,,,,,,1,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,6369,0W1,,11,5,,1,2,,,,,,,,,,3,"Stocks, Dhriti P",,,,,,dpp130130,
PA,8330,HN1,,33,,1,2,,,,,,,,1,,,0,"Shute, William H","Chin, Michelle L",,,,,whs170030,
PHIL,1301,0W1,,47,,5,53,,2,11,,,7,,4,,,1,"Amato, Lawrence A","Meyer, Zachary M","Tijani, Kehinde O",,,,laa062000,lawrence amato
PHIL,3328,0W1,,,3,,,,2,1,1,,1,1,,,,1,"Dennis, Patrick W",,,,,,pdennis,patrick dennis
PHYS,1301,0U1,5,2,3,1,4,,,,,,,,,,,4,"Khan, Amena","Jafarzadeh, Seyed Javad","Ruwali, Shisir",,,,jds107020,jason slinker
PHYS,1302,0W1,2,8,2,3,4,1,3,,1,1,,,,,,1,"Sun, Kuei","Bhattacharjee, Koustubh",,,,,kxs147030,kuei sun
PHYS,2125,1U1,3,10,1,1,1,1,,,,,,1,1,,,0,"Sun, Kuei","Ali, Akbar",,,,,kxs147030,kuei sun
PHYS,2125,1U2,1,10,,1,,,,,,,,,,,,2,"Sun, Kuei","Bera, Avijit",,,,,kxs147030,kuei sun
PHYS,2125,1U3,1,11,2,,,,,,,,,,,,,0,"Sun, Kuei","Gogoi, Antareep","Bhandari, Bishal","Gibbons, Stasio M",,,kxs147030,kuei sun
PHYS,2126,1U1,9,1,1,,,,,,,,,,,,,1,"Macalevey, Paul J","Patra, Rittik",,,,,paulmac,paul macalevey
PHYS,2126,1U4,22,1,,1,,1,,,,,,,,,,0,"Macalevey, Paul J","Shrestha, Samyak",,,,,paulmac,paul macalevey
PHYS,2126,1U5,9,,1,,,,1,,,,,,,,,0,"Macalevey, Paul J","Khan, Junaid Saif",,,,,paulmac,paul macalevey
PHYS,2325,0U1,6,6,3,2,1,2,1,1,1,1,1,,1,,,0,"Ishak-Boushaki, Mustapha","Sooriyaarachchi, Vinu K","Mitchell, George A",,,,avm074000,anton malko
PHYS,2325,0U2,1,6,,1,1,1,,1,1,,,,2,,,1,"Slinker, Jason D","Seifi, Melodee O","Ameh, Emmanuel O",,,,jds107020,jason slinker
PHYS,2326,0U1,,6,7,9,7,2,4,,2,,1,,1,,,0,"Gartstein, Yuri","Aker, Adam","Dowarah, Sasanka",,,,yxg037000,yuri gartstein
PPOL,4312,0S1,3,9,,,,,,,,,,,,,,0,"Boots, Denise P",,,,,,dpb062000,denise boots
PPPE,7V26,0U1,,15,1,,,,,,,,,,,,,0,"Elliott, Euel W",,,,,,eelliott,euel elliott
PSY,2301,0W1,,16,16,14,8,10,4,3,4,1,1,5,5,,,1,"Brody, Salena M","Li, Yue",,,,,smb051000,salena brody
PSY,2317,0U1,,1,,,2,2,2,,,,,,2,,,4,"Batchalli Maruthy, Gayathri","Zhang, Ziwei",,,,,pdaniel,daniel pacheco
PSY,3310,0U1,1,5,5,2,2,7,2,4,,,,,,,,2,"Heinrich, Melissa D","Hafiz, Mariam",,,,,krs150330,
PSY,3331,0U1,,17,9,,4,4,1,3,1,,,,3,,,8,"Huxtable-Jester, Karen J","Lilly, Lauren H",,,,,jab140230,julie parsons
PSY,3342,5U1,2,4,4,1,1,2,,3,,,,,1,,,0,"Bonner, Deborah L","Padilla Cardoso, Mayra A",,,,,dbonner,deborah bonner
PSY,3361,0W1,40,11,11,6,8,4,4,,1,,1,,1,,,1,"Hooge, Kimberley O",,,,,,kls190004,kendra seaman
PSY,3392,0U1,2,5,1,4,,2,,,,,1,,2,,,0,"Holmes, Melanie C","Nguyen, Linh Thi D",,,,,rxr076000,rachna raman
PSY,3393,0U1,,7,6,2,1,1,,1,,,,,,,,0,"Jones, Desiree","Monroe, Anthony J",,,,,ach103020,amanda hahn
PSY,3393,0W1,2,4,8,3,2,1,,1,1,,1,,,,,0,"Shirvani, Forouz","Sudheesh, Athul",,,,,fxk024000,forouz shirvani
PSY,4331,0U1,6,9,7,2,11,5,5,4,,,1,1,,,,0,"Poucher, Jesse W","Heard, Matthew J",,,,,jwp082000,jesse poucher
PSY,4343,0W1,19,36,14,8,7,3,1,4,,,,,2,,,0,"Ybarra, Regina K","Hsieh, Uan-Luen",,,,,rky190000,regina ybarra
PSY,4343,0W2,5,10,9,6,8,2,1,2,,1,3,,1,,,2,"Ybarra, Regina K","Hsieh, Uan-Luen",,,,,aep140430,amy pinkham
PSY,4346,0U1,7,9,7,4,,1,1,3,3,,,,2,,,3,"Wilder, Siri","Platt, Kristen N",,,,,jgentsch,joanna gentsch
PSY,4V90,0U1,,15,,,,,,,,,,,,,,0,"De Froy, Adrienne M",,,,,,sxh161130,
PSY,4V90,0W1,,23,1,1,,,3,,1,,1,1,,,,1,"Brody, Salena M","De La Cerda, Callie B",,,,,smb051000,salena brody
REAL,3365,0W1,,1,2,2,3,3,,,1,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
REAL,6321,5H1,,1,1,,2,,,3,,,,,2,,,2,"Guttery, Randall",,,,,,rxg112530,randall guttery
REAL,6322,0W1,,4,2,2,6,2,,,,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
RHET,1302,051,1,7,3,,,,1,1,,1,,1,,,,0,"Cook, Brandy S",,,,,,axs084500,addison shierry
RHET,1302,052,7,4,4,,,1,,,1,,,,1,,,0,"Walker, Jason A",,,,,,klb140030,kent boyer
RHET,1302,091,,1,4,1,3,2,,1,,1,,,1,,,0,"Cox, Gavin L",,,,,,pjs140230,
RHET,1302,0S1,3,4,3,1,1,,,,,,,,,,,0,"Hill, Justin T",,,,,,txb112130,tracey berry
SE,3306,0W1,3,3,,2,,2,,,,,,,,,,0,"Farage, Timothy P","Song, Zihe",,,,,tfarage,timothy farage
SE,4381,0U1,,3,4,3,3,7,3,3,2,,,,,,,0,"Paulk, Mark C","Nguyen, Son V",,,,,mcp130030,mark paulk
SOC,1301,0W1,33,10,1,,1,2,,1,,,,,,,,0,"Dickey-Laprocido, Galen L",,,,,,zrs160030,zachary simoni
SOC,2320,0S1,13,4,,,,,,,,,,,,,,0,"Lanham, Carol C","Scotch, Richard","Dore, Gaetan",,,,scotch,richard scotch
SPAU,3340,0U1,1,7,,,2,,,1,,,,,,,,0,"Aldridge, Michelle A","Vu, Katrina D",,,,,aldridge,michelle aldridge
SPAU,3343,0U1,3,4,2,1,,,,2,,1,,,1,,,0,"Mehta, Sonya","Thomas, Abbey L",,,,,wkatz,william katz
STAT,1342,0U1,1,1,1,,1,2,1,1,1,,,,1,,,1,"Koshevnik, Yuly","Shuvo, Farabi R",,,,,yxk055000,yuly koshevnik
STAT,2332,0U1,10,2,1,1,2,,2,1,1,,,,1,,,0,"Whalen, Tristan G",,,,,,tgw100020,tristan whalen
STAT,4351,0U1,4,5,2,,3,1,,,,,,3,1,,,0,"Koshevnik, Yuly","Rahman, Nusma","Nguyen, Mylinh T",,,,yxk055000,yuly koshevnik
SYSM,6325,SU1,,12,1,2,,,,,,,,,,,,0,"Koganti, Ramakrishna",,,,,,rxk190037,ramakrishna koganti
